,labels,messages,sentiment_default,score_default,pred_sentiment_default,accurate_default,sentiment_finbert,score_finbert,pred_sentiment_finbert,accurate_finbert
2755,negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .","[{'label': 'NEGATIVE', 'score': 0.9992223978042603}]",0.9992223978042603,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9996805191040039}]",0.9996805191040039,negative,1
2756,negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .","[{'label': 'NEGATIVE', 'score': 0.9964287877082825}]",0.9964287877082825,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9995326995849609}]",0.9995326995849609,negative,1
2757,neutral,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 .","[{'label': 'POSITIVE', 'score': 0.9829853177070618}]",0.9829853177070618,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998266100883484}]",0.9998266100883484,neutral,1
2758,neutral,"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .","[{'label': 'POSITIVE', 'score': 0.9546334147453308}]",0.9546334147453308,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9996253252029419}]",0.9996253252029419,neutral,1
2759,neutral,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .","[{'label': 'NEGATIVE', 'score': 0.9928926229476929}]",0.9928926229476929,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997226595878601}]",0.9997226595878601,neutral,1
2760,neutral,"According to Heikkil+Æ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .","[{'label': 'POSITIVE', 'score': 0.9989883303642273}]",0.9989883303642273,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998137354850769}]",0.9998137354850769,neutral,1
2761,neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .","[{'label': 'NEGATIVE', 'score': 0.8992660045623779}]",0.8992660045623779,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997054934501648}]",0.9997054934501648,neutral,1
2762,neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .","[{'label': 'NEGATIVE', 'score': 0.983927309513092}]",0.983927309513092,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9993466734886169}]",0.9993466734886169,neutral,1
2763,neutral,"According to Olvi , the company is already negotiating new agreements .","[{'label': 'NEGATIVE', 'score': 0.9844529032707214}]",0.9844529032707214,NEGATIVE,0,"[{'label': 'positive', 'score': 0.9980524778366089}]",0.9980524778366089,positive,0
2764,neutral,"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery .","[{'label': 'NEGATIVE', 'score': 0.9963852167129517}]",0.9963852167129517,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9989795088768005}]",0.9989795088768005,neutral,1
2765,neutral,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,"[{'label': 'NEGATIVE', 'score': 0.9987678527832031}]",0.9987678527832031,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9994713664054871}]",0.9994713664054871,neutral,1
2766,neutral,Activities range from the development of natural resources to the retailed marketing of finished products .,"[{'label': 'POSITIVE', 'score': 0.9878870248794556}]",0.9878870248794556,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998168349266052}]",0.9998168349266052,neutral,1
2767,neutral,"Additionally , information on business segments , competitors and future outlook are provided .","[{'label': 'POSITIVE', 'score': 0.9970386028289795}]",0.9970386028289795,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998216032981873}]",0.9998216032981873,neutral,1
2768,negative,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .","[{'label': 'NEGATIVE', 'score': 0.9993267059326172}]",0.9993267059326172,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9991471767425537}]",0.9991471767425537,negative,1
2769,neutral,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .","[{'label': 'NEGATIVE', 'score': 0.8180606365203857}]",0.8180606365203857,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997989535331726}]",0.9997989535331726,neutral,1
2770,neutral,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,"[{'label': 'POSITIVE', 'score': 0.9945307374000549}]",0.9945307374000549,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997052550315857}]",0.9997052550315857,neutral,1
2771,neutral,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .","[{'label': 'POSITIVE', 'score': 0.9845069050788879}]",0.9845069050788879,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9995965361595154}]",0.9995965361595154,neutral,1
2772,neutral,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,"[{'label': 'POSITIVE', 'score': 0.9866713881492615}]",0.9866713881492615,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997977614402771}]",0.9997977614402771,neutral,1
2773,neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .,"[{'label': 'NEGATIVE', 'score': 0.9974755644798279}]",0.9974755644798279,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9992601275444031}]",0.9992601275444031,neutral,1
2774,neutral,"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .","[{'label': 'POSITIVE', 'score': 0.9770937561988831}]",0.9770937561988831,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997687935829163}]",0.9997687935829163,neutral,1
2775,neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .","[{'label': 'POSITIVE', 'score': 0.9979649782180786}]",0.9979649782180786,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997883439064026}]",0.9997883439064026,neutral,1
2776,neutral,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .","[{'label': 'NEGATIVE', 'score': 0.990288257598877}]",0.990288257598877,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997571110725403}]",0.9997571110725403,neutral,1
2777,neutral,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .","[{'label': 'NEGATIVE', 'score': 0.9099093675613403}]",0.9099093675613403,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996943473815918}]",0.9996943473815918,neutral,1
2778,neutral,"After the transaction , Tikkurila has no powder coatings related operations .","[{'label': 'NEGATIVE', 'score': 0.9981721639633179}]",0.9981721639633179,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996498823165894}]",0.9996498823165894,neutral,1
2779,neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .","[{'label': 'NEGATIVE', 'score': 0.718980073928833}]",0.718980073928833,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997655749320984}]",0.9997655749320984,neutral,1
2780,neutral,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .","[{'label': 'POSITIVE', 'score': 0.9977109432220459}]",0.9977109432220459,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999698281288147}]",0.999698281288147,neutral,1
2781,neutral,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,"[{'label': 'NEGATIVE', 'score': 0.9302939176559448}]",0.9302939176559448,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9992380142211914}]",0.9992380142211914,neutral,1
2782,neutral,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,"[{'label': 'POSITIVE', 'score': 0.9982191920280457}]",0.9982191920280457,POSITIVE,0,"[{'label': 'neutral', 'score': 0.8911760449409485}]",0.8911760449409485,neutral,1
2783,neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .","[{'label': 'NEGATIVE', 'score': 0.9855430126190186}]",0.9855430126190186,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9995506405830383}]",0.9995506405830383,neutral,1
2784,neutral,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .","[{'label': 'NEGATIVE', 'score': 0.944579005241394}]",0.944579005241394,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998012185096741}]",0.9998012185096741,neutral,1
2785,neutral,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .","[{'label': 'NEGATIVE', 'score': 0.987697422504425}]",0.987697422504425,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9995841383934021}]",0.9995841383934021,neutral,1
2786,neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .","[{'label': 'NEGATIVE', 'score': 0.9866059422492981}]",0.9866059422492981,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996442794799805}]",0.9996442794799805,neutral,1
2787,neutral,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .","[{'label': 'NEGATIVE', 'score': 0.9892126321792603}]",0.9892126321792603,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.999568521976471}]",0.999568521976471,neutral,1
2788,neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .","[{'label': 'POSITIVE', 'score': 0.9955832362174988}]",0.9955832362174988,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998337030410767}]",0.9998337030410767,neutral,1
2789,neutral,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .","[{'label': 'POSITIVE', 'score': 0.9408747553825378}]",0.9408747553825378,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997835755348206}]",0.9997835755348206,neutral,1
2790,neutral,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .","[{'label': 'POSITIVE', 'score': 0.9861671328544617}]",0.9861671328544617,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997841715812683}]",0.9997841715812683,neutral,1
2791,neutral,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .","[{'label': 'NEGATIVE', 'score': 0.942063570022583}]",0.942063570022583,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996143579483032}]",0.9996143579483032,neutral,1
2792,neutral,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .","[{'label': 'NEGATIVE', 'score': 0.9909293055534363}]",0.9909293055534363,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997497200965881}]",0.9997497200965881,neutral,1
2793,neutral,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Æ+Æn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .","[{'label': 'NEGATIVE', 'score': 0.9832875728607178}]",0.9832875728607178,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997860789299011}]",0.9997860789299011,neutral,1
2794,neutral,"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .","[{'label': 'POSITIVE', 'score': 0.9935197234153748}]",0.9935197234153748,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9984686970710754}]",0.9984686970710754,neutral,1
2795,neutral,"Also in Latvia , we act as a partner for bakery customers in both production and product development .","[{'label': 'POSITIVE', 'score': 0.9648488163948059}]",0.9648488163948059,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997676014900208}]",0.9997676014900208,neutral,1
2796,neutral,"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+Ærvi , Vimpeli and Per+Æsein+Æjoki in Finland .","[{'label': 'POSITIVE', 'score': 0.9881998300552368}]",0.9881998300552368,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9994949102401733}]",0.9994949102401733,neutral,1
2797,negative,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .","[{'label': 'NEGATIVE', 'score': 0.9974876642227173}]",0.9974876642227173,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9972882270812988}]",0.9972882270812988,negative,1
2798,neutral,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .","[{'label': 'POSITIVE', 'score': 0.9950234889984131}]",0.9950234889984131,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997126460075378}]",0.9997126460075378,neutral,1
2799,neutral,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .","[{'label': 'NEGATIVE', 'score': 0.7653172016143799}]",0.7653172016143799,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.99958735704422}]",0.99958735704422,neutral,1
2800,neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .","[{'label': 'POSITIVE', 'score': 0.9838241338729858}]",0.9838241338729858,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9272381067276001}]",0.9272381067276001,neutral,1
2801,neutral,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,"[{'label': 'NEGATIVE', 'score': 0.9861537218093872}]",0.9861537218093872,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996699094772339}]",0.9996699094772339,neutral,1
2802,neutral,An EU law on the issue may be introduced around 2010 .,"[{'label': 'NEGATIVE', 'score': 0.8321752548217773}]",0.8321752548217773,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9994789958000183}]",0.9994789958000183,neutral,1
2803,positive,"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .","[{'label': 'POSITIVE', 'score': 0.7968047857284546}]",0.7968047857284546,POSITIVE,1,"[{'label': 'positive', 'score': 0.9998531341552734}]",0.9998531341552734,positive,1
2804,neutral,Another firm Air Liquide was exempted because it left the market in 1998 .,"[{'label': 'NEGATIVE', 'score': 0.9984878301620483}]",0.9984878301620483,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9994117021560669}]",0.9994117021560669,neutral,1
2805,neutral,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .","[{'label': 'POSITIVE', 'score': 0.6412488222122192}]",0.6412488222122192,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998447895050049}]",0.9998447895050049,neutral,1
2806,neutral,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .","[{'label': 'NEGATIVE', 'score': 0.988761842250824}]",0.988761842250824,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9943619966506958}]",0.9943619966506958,neutral,1
2807,neutral,Arena Partners Oy is a development company for electronic business .,"[{'label': 'POSITIVE', 'score': 0.9862135052680969}]",0.9862135052680969,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998043179512024}]",0.9998043179512024,neutral,1
2808,neutral,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .","[{'label': 'NEGATIVE', 'score': 0.978217601776123}]",0.978217601776123,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998300075531006}]",0.9998300075531006,neutral,1
2809,negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs .","[{'label': 'NEGATIVE', 'score': 0.9956499934196472}]",0.9956499934196472,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9994348883628845}]",0.9994348883628845,negative,1
2810,negative,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .","[{'label': 'NEGATIVE', 'score': 0.9994257688522339}]",0.9994257688522339,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9996377229690552}]",0.9996377229690552,negative,1
2811,negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .","[{'label': 'NEGATIVE', 'score': 0.9912000298500061}]",0.9912000298500061,NEGATIVE,1,"[{'label': 'negative', 'score': 0.8289691805839539}]",0.8289691805839539,negative,1
2812,negative,"As a result of the negotiations , the company will terminate total 5 employment contracts .","[{'label': 'NEGATIVE', 'score': 0.9995477795600891}]",0.9995477795600891,NEGATIVE,1,"[{'label': 'negative', 'score': 0.9994407296180725}]",0.9994407296180725,negative,1
2813,neutral,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .","[{'label': 'NEGATIVE', 'score': 0.7675195932388306}]",0.7675195932388306,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998207688331604}]",0.9998207688331604,neutral,1
2814,neutral,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .","[{'label': 'POSITIVE', 'score': 0.5877699255943298}]",0.5877699255943298,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9996228218078613}]",0.9996228218078613,neutral,1
2815,neutral,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .","[{'label': 'POSITIVE', 'score': 0.9869023561477661}]",0.9869023561477661,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999829888343811}]",0.999829888343811,neutral,1
2816,neutral,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .","[{'label': 'NEGATIVE', 'score': 0.9762431979179382}]",0.9762431979179382,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997580647468567}]",0.9997580647468567,neutral,1
2817,neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,"[{'label': 'POSITIVE', 'score': 0.9970878958702087}]",0.9970878958702087,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999815046787262}]",0.999815046787262,neutral,1
2818,neutral,Aspo serves demanding business-to-business customers .,"[{'label': 'NEGATIVE', 'score': 0.9210785627365112}]",0.9210785627365112,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.999776303768158}]",0.999776303768158,neutral,1
2819,neutral,"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .","[{'label': 'NEGATIVE', 'score': 0.9433290362358093}]",0.9433290362358093,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9995542168617249}]",0.9995542168617249,neutral,1
2820,neutral,"At some point , it will spread also to Iran and Iraq .","[{'label': 'POSITIVE', 'score': 0.9858993291854858}]",0.9858993291854858,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9995135068893433}]",0.9995135068893433,neutral,1
2821,neutral,"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .","[{'label': 'NEGATIVE', 'score': 0.9908204674720764}]",0.9908204674720764,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997556805610657}]",0.9997556805610657,neutral,1
2822,neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .","[{'label': 'NEGATIVE', 'score': 0.9779249429702759}]",0.9779249429702759,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996470212936401}]",0.9996470212936401,neutral,1
2823,neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .","[{'label': 'POSITIVE', 'score': 0.6765802502632141}]",0.6765802502632141,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999798595905304}]",0.999798595905304,neutral,1
2824,neutral,Automation makes it possible to conduct several tests simultaneously .,"[{'label': 'POSITIVE', 'score': 0.9910721182823181}]",0.9910721182823181,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997983574867249}]",0.9997983574867249,neutral,1
2825,neutral,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .","[{'label': 'NEGATIVE', 'score': 0.9706079363822937}]",0.9706079363822937,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9994462132453918}]",0.9994462132453918,neutral,1
2826,neutral,"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .","[{'label': 'POSITIVE', 'score': 0.9876474142074585}]",0.9876474142074585,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997718930244446}]",0.9997718930244446,neutral,1
2827,neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,"[{'label': 'POSITIVE', 'score': 0.857755184173584}]",0.857755184173584,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997114539146423}]",0.9997114539146423,neutral,1
2828,neutral,Basware finances the acquisition with a bank loan .,"[{'label': 'POSITIVE', 'score': 0.8460046052932739}]",0.8460046052932739,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998571872711182}]",0.9998571872711182,neutral,1
2829,neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .","[{'label': 'NEGATIVE', 'score': 0.9898514747619629}]",0.9898514747619629,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998395442962646}]",0.9998395442962646,neutral,1
2830,neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .","[{'label': 'NEGATIVE', 'score': 0.9897127151489258}]",0.9897127151489258,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998359680175781}]",0.9998359680175781,neutral,1
2831,neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .,"[{'label': 'POSITIVE', 'score': 0.7585201859474182}]",0.7585201859474182,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9991822838783264}]",0.9991822838783264,neutral,1
2832,neutral,"Beef imports fell slightly from 2006 , to 14mn kilos .","[{'label': 'NEGATIVE', 'score': 0.9967378973960876}]",0.9967378973960876,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.999255359172821}]",0.999255359172821,neutral,1
2833,neutral,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,"[{'label': 'POSITIVE', 'score': 0.9529801607131958}]",0.9529801607131958,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998190999031067}]",0.9998190999031067,neutral,1
2834,neutral,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .","[{'label': 'POSITIVE', 'score': 0.9932437539100647}]",0.9932437539100647,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9994596838951111}]",0.9994596838951111,neutral,1
2835,neutral,Bluewin Security is available as a monthly subscription .,"[{'label': 'NEGATIVE', 'score': 0.9718027114868164}]",0.9718027114868164,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.999797523021698}]",0.999797523021698,neutral,1
2836,neutral,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .","[{'label': 'POSITIVE', 'score': 0.9860323667526245}]",0.9860323667526245,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998107552528381}]",0.9998107552528381,neutral,1
2837,neutral,"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .","[{'label': 'NEGATIVE', 'score': 0.9822768568992615}]",0.9822768568992615,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.999718964099884}]",0.999718964099884,neutral,1
2838,neutral,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,"[{'label': 'NEGATIVE', 'score': 0.9937494993209839}]",0.9937494993209839,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998101592063904}]",0.9998101592063904,neutral,1
2839,neutral,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .","[{'label': 'NEGATIVE', 'score': 0.9873850345611572}]",0.9873850345611572,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9914320707321167}]",0.9914320707321167,neutral,1
2840,neutral,Capital base and capital adequacy measurement is based on approaches under Basel II .,"[{'label': 'POSITIVE', 'score': 0.9201520085334778}]",0.9201520085334778,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999718964099884}]",0.999718964099884,neutral,1
2841,neutral,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .","[{'label': 'POSITIVE', 'score': 0.9941900968551636}]",0.9941900968551636,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997852444648743}]",0.9997852444648743,neutral,1
2842,neutral,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","[{'label': 'NEGATIVE', 'score': 0.5136240124702454}]",0.5136240124702454,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9988633394241333}]",0.9988633394241333,neutral,1
2843,neutral,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .","[{'label': 'NEGATIVE', 'score': 0.9419540762901306}]",0.9419540762901306,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996002316474915}]",0.9996002316474915,neutral,1
2844,neutral,"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .","[{'label': 'POSITIVE', 'score': 0.9955385327339172}]",0.9955385327339172,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9993324875831604}]",0.9993324875831604,neutral,1
2845,neutral,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .","[{'label': 'NEGATIVE', 'score': 0.899445652961731}]",0.899445652961731,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997981190681458}]",0.9997981190681458,neutral,1
